@relation german-weka.filters.unsupervised.instance.Randomize-S42

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute class {class1,class2}

@data
1.1315,-0.7383,1.3433,-0.10345,-0.71961,1.8323,1.3374,0.91802,-0.96317,-0.30353,-0.76559,-1.2931,0.21573,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,0.25682,0.42008,-0.10345,-0.60872,-0.066455,0.5098,0.024135,-0.96317,-0.30353,-0.76559,-0.34088,-1.1029,0.4606,-1.7487,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,-0.7383,-0.50318,-0.17828,-0.72386,-0.69936,-0.3178,0.91802,-0.96317,-0.30353,-0.76559,-1.2931,-1.015,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class1
-0.4588,-1.07,-0.50318,-0.10345,-0.65796,-0.69936,-0.3178,0.91802,0.4491,3.8831,-0.76559,-1.2931,-0.22381,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,5.0991,class2
1.1315,-0.7383,-0.50318,-0.10345,-0.35152,1.8323,-0.3178,0.91802,0.4491,-0.30353,1.0465,1.5635,0.12782,0.4606,2.0159,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,-0.7383,-0.50318,-0.17828,-0.72563,-0.69936,1.3374,-1.7636,-2.3754,-0.30353,-1.6716,-1.2931,0.919,0.4606,-1.7487,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,-0.7383,-0.50318,-0.17828,-0.66788,0.56645,-0.3178,-0.86975,-0.96317,-0.30353,-0.76559,-0.34088,-0.83917,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
0.33634,-1.2359,1.3433,-0.17828,-0.68312,-0.69936,1.3374,-1.7636,0.4491,-0.30353,1.0465,-1.2931,0.919,0.4606,0.13364,1.0266,0.14688,2.3337,-0.82291,5.0991,class2
-0.4588,-1.2359,-0.50318,-0.053572,-0.99806,-0.69936,-1.1454,0.024135,1.8614,-0.30353,-1.6716,-0.34088,-1.1908,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,0.25682,1.3433,-0.10345,-0.30015,1.8323,1.3374,0.91802,0.4491,-0.30353,1.0465,-0.34088,1.5344,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,-0.40659,1.3433,-0.17828,-0.22895,-0.69936,1.3374,-0.86975,0.4491,3.8831,1.0465,-0.34088,0.65527,-2.3739,-1.7487,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
1.1315,-0.7383,0.42008,-0.15333,-0.62643,-0.69936,-0.3178,0.91802,1.8614,-0.30353,1.0465,-1.2931,0.47945,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,0.75439,1.3433,-0.10345,0.9504,-0.69936,0.5098,0.024135,0.4491,1.7898,-0.76559,0.61131,0.21573,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,0.008044,0.42008,-0.028632,0.050569,-0.69936,-1.1454,-0.86975,0.4491,-0.30353,-1.6716,-0.34088,-0.83917,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
-0.4588,-0.48952,-1.4264,-0.17828,-0.7111,-0.066455,-0.3178,-0.86975,1.8614,-0.30353,-0.76559,-0.34088,-0.92708,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,0.25682,-0.50318,-0.12839,-0.15455,0.56645,1.3374,0.024135,0.4491,-0.30353,1.0465,-0.34088,1.5344,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,1.2519,1.3433,-0.15333,2.5528,1.8323,1.3374,-0.86975,0.4491,-0.30353,1.0465,1.5635,0.56736,0.4606,2.0159,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,-0.7383,-2.3497,-0.10345,1.0372,-0.69936,-0.3178,0.91802,0.4491,-0.30353,-0.76559,-0.34088,-0.66336,0.4606,-1.7487,1.0266,0.14688,-0.42808,1.214,-0.19592,class1
-1.2539,-0.90415,-0.50318,-0.10345,-0.33877,-0.69936,1.3374,0.024135,0.4491,-0.30353,1.0465,-1.2931,1.4464,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,-1.2359,-0.50318,-0.10345,-0.89213,-0.69936,-0.3178,-0.86975,-0.96317,3.8831,0.14043,-1.2931,2.5013,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.7383,-0.50318,-0.17828,-0.86273,-0.066455,-1.1454,0.91802,-0.96317,-0.30353,-0.76559,-0.34088,-1.1029,-2.3739,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class1
-1.2539,-0.48952,-0.50318,-0.17828,-0.66186,-0.69936,-0.3178,-0.86975,-0.96317,-0.30353,1.0465,0.61131,-0.66336,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,-0.074883,1.3433,-0.12839,0.35453,-0.69936,1.3374,-1.7636,-0.96317,-0.30353,1.0465,-0.34088,-1.015,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.82123,-0.50318,-0.12839,-0.60022,1.1993,-1.1454,0.91802,-0.96317,-0.30353,-1.6716,-1.2931,-1.3666,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.7383,-0.50318,-0.10345,-0.68737,-0.69936,-1.1454,-0.86975,0.4491,-0.30353,-1.6716,0.61131,-1.1908,-0.95663,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,0.75439,-0.50318,-0.15333,0.54548,1.8323,0.5098,-0.86975,-0.96317,-0.30353,1.0465,-0.34088,-1.015,-0.95663,-1.7487,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.98708,-0.50318,-0.10345,-0.77558,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,0.61131,-0.75127,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.90415,-0.50318,-0.12839,-0.37597,-0.69936,-0.3178,-0.86975,0.4491,-0.30353,-0.76559,-1.2931,-0.92708,-2.3739,-1.7487,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class1
-0.4588,1.2519,-0.50318,-0.17828,3.2301,1.8323,-0.3178,-1.7636,0.4491,-0.30353,1.0465,1.5635,0.12782,0.4606,2.0159,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
1.1315,-0.7383,-0.50318,-0.17828,-0.40325,1.8323,1.3374,0.91802,-0.96317,-0.30353,1.0465,1.5635,1.4464,0.4606,2.0159,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
0.33634,0.25682,-0.50318,-0.10345,-0.71323,0.56645,-0.3178,0.024135,-0.96317,-0.30353,0.14043,0.61131,1.886,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.24074,-0.50318,-0.10345,-0.63706,-0.69936,-1.1454,0.024135,1.8614,-0.30353,1.0465,-1.2931,0.30364,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,0.25682,-1.4264,0.04619,-0.60659,-0.69936,0.5098,0.91802,0.4491,-0.30353,1.0465,0.61131,1.2706,-2.3739,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,-0.7383,-2.3497,0.021249,-0.65938,-0.69936,-0.3178,-0.86975,0.4491,-0.30353,-0.76559,-1.2931,-0.39963,0.4606,0.13364,-0.70457,-1.3831,-0.42808,1.214,-0.19592,class2
-0.4588,-0.7383,1.3433,-0.10345,0.1069,-0.69936,-0.3178,-1.7636,-0.96317,-0.30353,-1.6716,-1.2931,-1.1029,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.24074,1.3433,-0.028632,-0.49854,-0.066455,-0.3178,0.91802,-0.96317,-0.30353,-0.76559,-1.2931,-0.48754,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,1.7495,-0.50318,-0.10345,1.3826,1.8323,0.5098,0.91802,-0.96317,-0.30353,0.14043,0.61131,-0.48754,0.4606,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class1
-0.4588,-0.98708,-0.50318,-0.17828,-1.0611,-0.69936,-0.3178,0.91802,1.8614,-0.30353,1.0465,-1.2931,-1.1908,0.4606,-1.7487,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-1.2539,0.75439,-0.50318,-0.053572,3.0916,-0.69936,-1.1454,-1.7636,-2.3754,-0.30353,-1.6716,1.5635,-0.13591,0.4606,0.13364,-0.70457,-1.3831,-0.42808,1.214,-0.19592,class1
1.1315,-0.24074,-0.50318,-0.053572,-0.47056,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,1.0465,-1.2931,-1.1029,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,0.58853,-0.50318,-0.17828,0.26029,-0.69936,-0.3178,0.024135,0.4491,-0.30353,-0.76559,0.61131,0.83109,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class1
-1.2539,-0.7383,-0.50318,-0.12839,-0.50067,-0.69936,-1.1454,0.91802,-0.96317,-0.30353,-1.6716,0.61131,-1.1908,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,0.25682,0.42008,0.04619,-0.10389,1.8323,-0.3178,0.91802,0.4491,-0.30353,1.0465,-1.2931,-0.31172,0.4606,0.13364,1.0266,0.14688,2.3337,1.214,-0.19592,class2
1.1315,0.25682,1.3433,-0.17828,-0.28634,-0.066455,0.5098,0.91802,1.8614,-0.30353,0.14043,-0.34088,-0.75127,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
0.33634,-0.7383,-0.50318,-0.10345,-0.090429,-0.69936,-0.3178,0.024135,1.8614,-0.30353,-1.6716,0.61131,-1.015,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,0.25682,-0.50318,-0.15333,1.1718,-0.69936,-1.973,0.91802,0.4491,-0.30353,-0.76559,1.5635,-0.57545,0.4606,2.0159,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
-0.4588,-0.7383,-0.50318,0.04619,-0.79152,-0.066455,0.5098,0.024135,0.4491,-0.30353,1.0465,-1.2931,0.30364,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-1.2539,2.2471,-0.50318,-0.10345,1.3206,-0.69936,0.5098,-1.7636,1.8614,3.8831,-1.6716,-1.2931,-0.13591,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class1
1.1315,-0.57244,0.42008,-0.17828,-0.87477,-0.69936,-0.3178,0.91802,0.4491,-0.30353,-0.76559,0.61131,-0.75127,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,3.2422,-0.50318,-0.028632,1.0687,-0.69936,-0.3178,0.91802,0.4491,-0.30353,1.0465,1.5635,0.56736,0.4606,2.0159,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
-1.2539,-1.2359,1.3433,-0.12839,-0.49571,-0.69936,-1.973,0.91802,0.4491,-0.30353,1.0465,1.5635,0.03991,0.4606,2.0159,2.7577,1.6768,-0.42808,1.214,-0.19592,class2
-1.2539,-0.24074,1.3433,-0.12839,-0.40643,-0.69936,-0.3178,0.91802,-0.96317,-0.30353,1.0465,-1.2931,-1.015,0.4606,-1.7487,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,0.25682,1.3433,-0.17828,-0.70296,1.1993,1.3374,0.91802,-0.96317,-0.30353,1.0465,-1.2931,0.12782,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,0.25682,0.42008,0.04619,1.3093,-0.066455,0.5098,0.91802,0.4491,-0.30353,1.0465,0.61131,0.03991,0.4606,-1.7487,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,-0.90415,-0.50318,-0.15333,-0.14995,-0.066455,-0.3178,-1.7636,0.4491,1.7898,-0.76559,-1.2931,-0.31172,0.4606,0.13364,-0.70457,0.14688,2.3337,-0.82291,-0.19592,class2
-0.4588,1.2519,-0.50318,-0.028632,3.3091,-0.066455,-0.3178,-1.7636,0.4491,-0.30353,1.0465,1.5635,1.0069,0.4606,2.0159,-0.70457,0.14688,2.3337,1.214,-0.19592,class1
-0.4588,1.2519,-0.50318,-0.15333,1.3025,-0.69936,-0.3178,-0.86975,0.4491,-0.30353,-0.76559,0.61131,-0.047998,0.4606,-1.7487,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,-0.98708,-0.50318,-0.12839,-0.34373,-0.066455,-1.1454,-0.86975,-0.96317,-0.30353,1.0465,-0.34088,-1.1908,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,-1.2359,1.3433,-0.10345,-0.74476,1.8323,1.3374,0.91802,0.4491,-0.30353,1.0465,-1.2931,2.7651,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,-0.98708,1.3433,-0.12839,-0.47906,-0.69936,0.5098,0.91802,0.4491,-0.30353,0.14043,0.61131,-0.047998,0.4606,-1.7487,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,0.75439,-0.50318,-0.12839,0.12426,1.1993,1.3374,0.91802,-0.96317,-0.30353,1.0465,-0.34088,1.886,0.4606,-1.7487,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,0.25682,1.3433,-0.15333,0.27305,1.8323,0.5098,0.024135,0.4491,-0.30353,1.0465,-0.34088,0.65527,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,-0.7383,-0.50318,-0.17828,-0.24524,-0.69936,-1.1454,0.91802,0.4491,-0.30353,-1.6716,-1.2931,-0.22381,0.4606,0.13364,-0.70457,-1.3831,2.3337,-0.82291,-0.19592,class1
1.1315,-0.48952,-0.50318,-0.10345,-0.66788,1.8323,-0.3178,0.91802,1.8614,-0.30353,-0.76559,-1.2931,0.39154,0.4606,-1.7487,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-0.90415,-0.50318,0.021249,-0.84218,1.8323,0.5098,0.91802,-0.96317,-0.30353,0.14043,-0.34088,0.39154,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,-1.2359,-1.4264,-0.17828,-0.82907,-0.066455,-1.1454,-1.7636,-0.96317,-0.30353,-1.6716,-0.34088,-0.31172,-0.95663,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class1
1.1315,0.25682,-0.50318,-0.17828,-0.63848,-0.066455,1.3374,0.91802,1.8614,-0.30353,1.0465,-1.2931,0.47945,0.4606,-1.7487,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,0.75439,1.3433,-0.17828,0.34638,-0.69936,-1.973,0.91802,1.8614,-0.30353,-0.76559,0.61131,-0.66336,0.4606,0.13364,1.0266,1.6768,-0.42808,-0.82291,-0.19592,class1
1.1315,-0.7383,-0.50318,0.04619,-0.61262,-0.69936,0.5098,-0.86975,0.4491,-0.30353,1.0465,0.61131,0.03991,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,-0.98708,-0.50318,-0.17828,-0.027016,1.8323,-0.3178,-1.7636,-0.96317,-0.30353,-0.76559,-1.2931,-0.22381,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,-0.48952,-0.50318,-0.053572,-0.69552,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,0.61131,0.21573,0.4606,0.13364,1.0266,-1.3831,-0.42808,-0.82291,-0.19592,class2
-1.2539,1.9983,-0.50318,-0.10345,-0.50527,-0.69936,-0.3178,0.91802,0.4491,-0.30353,1.0465,1.5635,-1.1029,0.4606,2.0159,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
-1.2539,-0.7383,1.3433,-0.10345,-1.0225,-0.69936,0.5098,0.91802,-0.96317,-0.30353,0.14043,-1.2931,1.9739,0.4606,0.13364,4.4888,-1.3831,-0.42808,1.214,-0.19592,class2
-0.4588,0.75439,-0.50318,-0.12839,0.19865,-0.69936,-1.1454,-0.86975,1.8614,-0.30353,-1.6716,-0.34088,-1.1908,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.24074,-0.50318,-0.12839,0.053403,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,-0.34088,1.0069,-2.3739,0.13364,2.7577,0.14688,2.3337,1.214,-0.19592,class2
-1.2539,0.25682,-2.3497,-0.12839,0.29714,-0.69936,1.3374,0.024135,0.4491,-0.30353,1.0465,1.5635,-1.1029,-2.3739,-1.7487,1.0266,0.14688,2.3337,-0.82291,-0.19592,class1
1.1315,1.7495,1.3433,-0.12839,0.27305,0.56645,-0.3178,0.91802,0.4491,-0.30353,1.0465,-1.2931,0.03991,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-0.7383,1.3433,0.04619,-0.73909,-0.69936,-0.3178,0.024135,-0.96317,-0.30353,-0.76559,-1.2931,-0.75127,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,2.2471,-0.50318,-0.10345,1.2352,-0.69936,-0.3178,0.024135,-0.96317,-0.30353,-0.76559,0.61131,-0.39963,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
-1.2539,-1.2359,-0.50318,-0.10345,-0.22115,0.56645,-0.3178,-0.86975,0.4491,-0.30353,0.14043,-1.2931,0.74318,0.4606,-1.7487,-0.70457,0.14688,2.3337,-0.82291,-0.19592,class2
1.1315,-0.98708,1.3433,-0.10345,-0.069882,1.8323,-0.3178,-1.7636,0.4491,-0.30353,-0.76559,-1.2931,-0.22381,0.4606,0.13364,1.0266,0.14688,2.3337,-0.82291,-0.19592,class2
-0.4588,1.2519,-0.50318,-0.10345,-0.33594,-0.69936,0.5098,0.91802,0.4491,-0.30353,1.0465,0.61131,-1.015,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.48952,1.3433,-0.10345,-0.63777,-0.69936,-0.3178,0.91802,0.4491,-0.30353,1.0465,1.5635,-0.047998,0.4606,2.0159,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,0.25682,1.3433,-0.10345,-0.72279,1.1993,1.3374,0.91802,-0.96317,-0.30353,1.0465,-0.34088,1.886,0.4606,-1.7487,1.0266,1.6768,-0.42808,1.214,-0.19592,class2
-0.4588,-0.98708,-0.50318,-0.12839,-0.43974,1.8323,0.5098,-0.86975,0.4491,-0.30353,-1.6716,0.61131,-1.015,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
0.33634,-0.48952,-0.50318,0.04619,-0.20698,-0.69936,0.5098,-0.86975,0.4491,-0.30353,1.0465,-0.34088,-0.83917,0.4606,-1.7487,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,-0.48952,-0.50318,-0.17828,-0.26933,-0.69936,-1.973,-1.7636,-0.96317,-0.30353,1.0465,0.61131,-1.1029,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,0.25682,1.3433,9.0497,1.0779,-0.69936,-1.973,0.91802,0.4491,1.7898,-0.76559,1.5635,-0.75127,-2.3739,0.13364,1.0266,1.6768,-0.42808,1.214,-0.19592,class2
-0.4588,2.2471,-2.3497,-0.17828,1.8021,0.56645,-1.1454,-1.7636,-0.96317,-0.30353,-1.6716,0.61131,-0.48754,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,-0.24074,0.42008,0.04619,-0.39049,-0.69936,-0.3178,0.91802,1.8614,-0.30353,-0.76559,0.61131,-0.66336,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
-1.2539,-0.7383,-0.50318,-0.17828,-0.84006,1.8323,-0.3178,0.91802,1.8614,-0.30353,-0.76559,0.61131,-1.1029,0.4606,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,-1.2359,-0.50318,-0.10345,-0.68205,-0.066455,1.3374,-0.86975,0.4491,-0.30353,1.0465,1.5635,0.56736,-2.3739,2.0159,-0.70457,0.14688,2.3337,1.214,-0.19592,class2
-1.2539,-0.7383,1.3433,-0.17828,0.080681,-0.69936,-0.3178,0.024135,-0.96317,1.7898,-0.76559,-1.2931,-0.57545,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class1
-0.4588,-0.24074,0.42008,0.04619,-0.29909,1.8323,1.3374,0.91802,0.4491,-0.30353,-0.76559,-0.34088,0.56736,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
-1.2539,0.25682,-1.4264,-0.12839,-0.15703,0.56645,-0.3178,0.91802,0.4491,-0.30353,1.0465,-1.2931,-1.1908,-0.95663,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
-0.4588,-0.48952,-2.3497,-0.17828,-0.52901,-0.69936,-1.1454,-0.86975,-0.96317,-0.30353,-1.6716,-1.2931,-0.83917,0.4606,-1.7487,1.0266,-2.913,-0.42808,-0.82291,-0.19592,class1
1.1315,-0.7383,1.3433,-0.12839,-0.47339,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,-1.2931,0.65527,0.4606,0.13364,2.7577,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-1.2359,-2.3497,-0.10345,-1.008,-0.69936,1.3374,0.91802,1.8614,-0.30353,1.0465,0.61131,0.30364,0.4606,0.13364,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
1.1315,1.2519,-0.50318,-0.15333,1.7224,-0.69936,-0.3178,-1.7636,-0.96317,-0.30353,-0.76559,-0.34088,-0.48754,-2.3739,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
0.33634,-0.48952,-0.50318,-0.028632,-0.48402,-0.69936,1.3374,0.91802,0.4491,-0.30353,1.0465,0.61131,0.39154,0.4606,-1.7487,-0.70457,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,-1.2359,-2.3497,-0.17828,-0.73236,-0.066455,-0.3178,0.91802,0.4491,-0.30353,-1.6716,1.5635,-0.047998,-2.3739,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,5.0991,class2
1.1315,-1.2359,-0.50318,-0.10345,-0.4121,-0.69936,0.5098,-0.86975,1.8614,-0.30353,-0.76559,-1.2931,-0.57545,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
-0.4588,0.75439,-1.4264,-0.12839,0.079618,1.1993,-0.3178,0.91802,0.4491,-0.30353,-0.76559,0.61131,-0.13591,-0.95663,0.13364,-0.70457,0.14688,2.3337,1.214,-0.19592,class2
-1.2539,-0.24074,-0.50318,-0.10345,-0.68241,-0.69936,-0.3178,0.91802,1.8614,-0.30353,0.14043,-1.2931,-0.83917,-2.3739,0.13364,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class1
1.1315,0.25682,0.42008,-0.17828,-0.90489,1.8323,1.3374,0.91802,1.8614,-0.30353,1.0465,0.61131,1.6223,0.4606,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,-0.24074,-0.50318,-0.078513,-0.72775,-0.69936,-0.3178,0.91802,1.8614,-0.30353,0.14043,-1.2931,1.0069,0.4606,0.13364,-0.70457,-1.3831,-0.42808,1.214,-0.19592,class1
-1.2539,-1.2359,-0.50318,-0.17828,4.1183,-0.69936,1.3374,-1.7636,0.4491,-0.30353,1.0465,1.5635,2.853,-2.3739,0.13364,-0.70457,1.6768,-0.42808,1.214,-0.19592,class1
-0.4588,-0.7383,-0.50318,-0.12839,-0.18041,1.8323,1.3374,-1.7636,-0.96317,-0.30353,-0.76559,-0.34088,-0.92708,-2.3739,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
1.1315,-0.7383,-0.50318,-0.17828,0.090601,1.8323,-1.1454,-0.86975,0.4491,-0.30353,0.14043,-0.34088,0.83109,0.4606,0.13364,-0.70457,1.6768,2.3337,1.214,-0.19592,class2
1.1315,-0.24074,-0.50318,0.04619,-0.46808,-0.69936,0.5098,0.91802,0.4491,-0.30353,-1.6716,0.61131,-0.13591,-0.95663,0.13364,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-0.48952,-0.50318,-0.12839,-0.38447,1.8323,0.5098,-1.7636,-0.96317,-0.30353,1.0465,-1.2931,-0.22381,-2.3739,-1.7487,-0.70457,-1.3831,-0.42808,-0.82291,-0.19592,class2
-0.4588,0.25682,0.42008,0.04619,0.51041,1.8323,-0.3178,0.91802,0.4491,-0.30353,-0.76559,-0.34088,0.12782,-2.3739,0.13364,1.0266,1.6768,-0.42808,1.214,-0.19592,class2
1.1315,-0.48952,1.3433,-0.15333,0.034272,1.1993,1.3374,0.024135,0.4491,-0.30353,1.0465,1.5635,-1.1029,0.4606,-1.7487,1.0266,0.14688,-0.42808,1.214,-0.19592,class2
-1.2539,0.25682,0.42008,-0.17828,-0.68666,-0.69936,-1.973,0.91802,0.4491,-0.30353,-0.76559,-1.2931,0.65527,0.4606,2.0159,1.0266,0.14688,2.3337,-0.82291,-0.19592,class1
-0.4588,-0.7383,-0.50318,-0.10345,-0.60376,-0.69936,-0.3178,-1.7636,-0.96317,-0.30353,-1.6716,0.61131,-1.1908,0.4606,0.13364,-0.70457,0.14688,-0.42808,1.214,-0.19592,class2
1.1315,-0.98708,-0.50318,-0.12839,-0.66717,-0.69936,-0.3178,0.91802,-0.96317,-0.30353,-0.76559,-1.2931,-0.83917,0.4606,-1.7487,-0.70457,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,1.2519,-0.50318,-0.028632,-0.51449,-0.69936,-0.3178,0.91802,0.4491,-0.30353,1.0465,1.5635,0.12782,-0.95663,2.0159,-0.70457,0.14688,-0.42808,1.214,-0.19592,class1
1.1315,-0.7383,-0.50318,-0.10345,-0.90843,-0.69936,-0.3178,0.91802,0.4491,-0.30353,-0.76559,-1.2931,-0.48754,-2.3739,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
1.1315,0.58853,-1.4264,-0.15333,1.6129,1.8323,-1.1454,0.024135,0.4491,3.8831,1.0465,-1.2931,0.39154,-2.3739,-1.7487,1.0266,0.14688,2.3337,1.214,-0.19592,class2
1.1315,-1.2359,1.3433,-0.10345,-0.72067,-0.066455,-0.3178,-1.7636,-0.96317,-0.30353,-1.6716,-0.34088,-0.75127,0.4606,0.13364,1.0266,0.14688,-0.42808,-0.82291,-0.19592,class2
