@relation image-weka.filters.unsupervised.instance.Randomize-S42

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute class {class1,class2}

@data
-0.08106,0.51463,-0.35697,-0.19451,1.1714,-0.003789,-0.65626,-0.13786,-0.88225,-0.85114,-0.92583,-0.85037,0.99967,-1.0144,0.71622,-0.96102,-1.4974,-0.55575,class2
-0.47856,-0.38998,2.4101,-0.19451,-0.37239,-0.11872,-0.19459,-0.10812,-0.44471,-0.35642,-0.44082,-0.52954,1.1627,-0.33881,-0.59191,-0.46917,-0.10011,-0.10174,class1
1.55,-1.7121,-0.35697,-0.19451,-0.55765,-0.12171,-0.41004,-0.1261,2.0748,2.022,2.0582,2.1226,-2.1657,1.5914,-0.52458,2.0652,-0.88441,-0.64536,class1
-0.067353,-1.2598,-0.35697,-0.19451,-0.31064,-0.11142,-0.10226,-0.12754,2.2882,2.2948,2.2267,2.3304,-1.8012,1.4665,-0.67848,2.236,-1.0044,-0.60984,class1
0.39868,2.1847,-0.35697,-0.19451,0.59508,-0.075866,0.59024,-0.080011,-0.49904,-0.51816,-0.65525,-0.28816,0.2323,-1.4515,2.2264,-0.50023,-0.12481,2.3153,class2
-0.08106,1.0017,2.4101,-0.19451,-0.41356,-0.11058,0.2363,-0.11277,-0.40979,-0.46425,-0.56335,-0.169,-0.16098,-1.3607,2.4668,-0.39927,-0.075956,2.4213,class2
0.86471,-1.4164,-0.35697,-0.19451,-0.41356,-0.11517,-0.20998,-0.11866,1.8827,1.7937,1.8847,1.9454,-2.3384,1.5573,-0.29374,1.8891,-0.81012,-0.67784,class1
-1.5477,0.53202,-0.35697,-0.19451,0.49216,-0.059257,-0.025315,-0.08576,-0.45441,-0.51182,-0.35914,-0.50815,-0.15139,0.26297,-0.29374,-0.38633,0.23136,-0.50451,class2
-0.93088,-0.52915,-0.35697,-0.19451,-0.55765,-0.11862,-0.6101,-0.13724,-0.50098,-0.55939,-0.39232,-0.56926,-0.12261,0.31406,-0.40916,-0.41998,0.37235,-0.48375,class2
-1.6573,-1.4511,-0.35697,-0.19451,-0.20772,-0.066855,-0.36387,-0.10415,-0.52038,-0.48962,-0.47911,-0.59371,0.70231,-0.15146,-0.44763,-0.508,0.15841,-0.27224,class1
-1.2598,-0.42477,-0.35697,-0.19451,-0.12538,-0.099234,0.005463,-0.12098,-0.56501,-0.61647,-0.4689,-0.62426,-0.007504,0.17781,-0.29374,-0.49764,0.50189,-0.48508,class2
-0.13589,-1.4685,-0.35697,-0.19451,-0.43414,-0.1259,-0.3331,-0.13211,2.3581,2.3836,2.2573,2.4281,-1.6861,1.2621,-0.44763,2.2671,-1.0672,-0.62972,class1
-0.73899,-0.49435,-0.35697,-0.19451,0.080466,-0.046374,0.067019,-0.079715,-0.72121,-0.8004,-0.66035,-0.70982,-0.1322,-0.18553,0.4469,-0.69179,1.1914,-0.70025,class1
-0.90347,-0.059448,-0.35697,-0.19451,0.10105,-0.083022,-0.27154,-0.10838,-0.47091,-0.6355,-0.25448,-0.56621,-1.1106,1.0578,-0.67848,-0.28019,1.1142,-0.56193,class1
-0.20442,1.1409,-0.35697,-0.19451,-0.33122,-0.11244,-0.3331,-0.12,-0.63195,-0.62598,-0.8033,-0.42566,0.56802,-1.6616,2.2456,-0.61672,0.35586,2.1185,class2
-0.62933,0.53202,-0.35697,-0.19451,-0.29005,-0.091961,-0.62549,-0.13885,-0.95113,-0.92408,-0.97944,-0.93286,1.0189,-0.96896,0.62004,-1.0154,-0.60446,-0.36027,class2
-0.39632,-0.076844,-0.35697,-0.19451,-0.57824,-0.12533,-0.51776,-0.13664,-0.9327,-0.93677,-0.91817,-0.93592,0.7215,-0.66808,0.40843,-0.95325,2.5102,-0.48586,class1
-1.2736,-0.61613,-0.35697,-0.19451,-0.39298,-0.11951,-0.36387,-0.12793,0.79127,0.71546,0.93762,0.68042,-1.3312,1.6255,-1.4191,0.92873,-0.46766,-0.49771,class2
1.413,-1.4164,2.4101,-0.19451,0.059882,-0.092631,0.52869,-0.10224,0.19656,0.19221,0.22798,0.16099,-0.19935,0.37083,-0.4284,0.20907,-0.68031,-0.49001,class2
0.60428,-0.99884,-0.35697,-0.19451,0.039298,-0.080729,-0.41004,-0.13306,0.38089,0.42688,0.39135,0.31987,0.1076,0.38218,-0.75543,0.37475,-0.76558,-0.3872,class2
1.1388,-1.5555,-0.35697,-0.19451,-0.063625,-0.08871,-0.54854,-0.13164,-0.59218,-0.62915,-0.53272,-0.62121,0.14597,-0.089015,0.004443,-0.56236,0.23243,-0.51735,class2
-0.86235,0.35806,-0.35697,-0.19451,-0.59882,-0.1259,-0.4716,-0.13457,-0.84442,-0.76552,-0.88243,-0.86564,1.4025,-0.94626,0.19682,-0.90666,0.64697,0.25482,class1
-0.53338,-0.85967,2.4101,-0.19451,-0.20772,-0.092622,-0.48698,-0.1379,-0.38359,-0.31837,-0.35148,-0.48066,0.90375,-0.10037,-0.73619,-0.37856,-0.020528,-0.18363,class1
-0.98571,0.1841,-0.35697,-0.19451,0.10105,-0.12062,-0.59471,-0.13986,-0.78815,-0.80357,-0.75735,-0.80148,0.50088,-0.44099,0.24491,-0.79016,0.7023,-0.50187,class2
-0.5745,-1.2076,-0.35697,-0.19451,-0.41356,-0.11125,-0.48699,-0.13069,1.9099,1.8476,1.9127,1.9454,-2.1178,1.5857,-0.56306,1.9176,-0.84267,-0.63953,class1
0.15196,-0.54654,-0.35697,-0.19451,2.283,0.87108,-0.39465,-0.13715,-0.56695,-0.60378,-0.49443,-0.61204,0.12679,0.01885,-0.15907,-0.52353,0.46716,-0.48558,class2
0.74135,-0.38998,-0.35697,-0.19451,-0.53707,-0.11872,-0.50237,-0.13457,2.5637,2.6721,2.3671,2.6665,-1.101,0.79094,-0.23602,2.3784,-1.2517,-0.625,class1
0.52204,-0.96405,-0.35697,-0.19451,-0.022456,-0.078004,-0.24076,-0.1238,0.51671,0.54739,0.55217,0.43904,-0.14179,0.66036,-0.97666,0.53783,-0.70886,-0.40212,class2
0.52204,0.74078,-0.35697,-0.19451,-0.04304,-0.10286,0.005463,-0.12229,-0.52621,-0.58476,-0.63993,-0.32788,-0.10342,-1.1904,2.1205,-0.53388,0.084625,2.51,class2
0.20678,-0.12903,2.4101,-0.19451,-0.04304,-0.10003,-0.51776,-0.13164,0.25574,0.27149,0.28414,0.20377,-0.065056,0.39922,-0.61115,0.26602,-0.71101,-0.43727,class2
1.7145,0.84515,-0.35697,-0.19451,-0.35181,-0.11599,-0.30232,-0.12808,-0.54949,-0.58476,-0.67056,-0.36455,0.12679,-1.2585,2.0051,-0.56495,-0.074712,2.4465,class2
-0.12218,1.9933,-0.35697,-0.19451,-0.26947,-0.10774,-0.37926,-0.10132,-0.7474,-0.72429,-0.88499,-0.59676,0.81742,-1.531,1.7743,-0.76169,0.49778,2.0757,class2
-0.60192,-0.024656,-0.35697,4.3904,2.036,1.321,0.66719,0.57832,-0.79688,-0.84163,-0.7548,-0.79537,0.24189,-0.37287,0.38919,-0.78758,1.6751,-0.63813,class1
-0.80752,0.54942,-0.35697,-0.19451,0.67742,0.35871,1.4674,1.0768,-0.75419,-0.76869,-0.72417,-0.76787,0.4817,-0.41829,0.22567,-0.75651,-0.55306,-0.5078,class2
-1.4243,-0.024656,-0.35697,-0.19451,-0.53707,-0.11831,-0.54854,-0.13331,-0.95598,-0.93677,-0.98709,-0.92675,0.95171,-0.99167,0.72584,-1.0231,0.56354,-0.69996,class1
-0.54709,-0.042052,-0.35697,-0.19451,-0.10479,-0.10361,-0.41004,-0.12806,-0.51941,-0.68307,-0.34382,-0.56621,-1.0626,0.74552,-0.19755,-0.3708,1.1795,-0.62962,class1
-0.14959,-0.37258,-0.35697,-0.19451,-0.29005,-0.09989,-0.34848,-0.12525,-0.86479,-0.90823,-0.82117,-0.86564,0.30904,-0.41829,0.39881,-0.85488,2.0338,-0.61683,class1
0.083422,1.5758,-0.35697,-0.19451,-0.41356,-0.11277,-0.31771,-0.13608,-0.79203,-0.79406,-0.90541,-0.64565,0.62558,-1.4061,1.755,-0.80311,0.61876,2.2139,class2
1.2622,0.42765,-0.35697,-0.19451,0.059882,-0.070406,-0.37926,-0.13154,-0.20896,-0.32471,-0.060475,-0.27288,-0.88039,0.81932,-0.50535,-0.083452,0.24913,-0.56627,class2
-1.3558,-0.58133,-0.35697,-0.19451,-0.47531,-0.11897,-0.31771,-0.13532,1.9923,2.0791,1.9332,1.9576,-0.83243,1.2394,-1.2652,1.9383,-1.0736,-0.46302,class1
-0.21813,0.11451,-0.35697,-0.19451,-0.29005,-0.11079,2.0368,0.22987,-0.62904,-0.65452,-0.58122,-0.65482,0.28026,-0.19688,0.052536,-0.61154,0.53099,-0.50117,class2
0.48092,-0.87707,2.4101,-0.19451,-0.35181,-0.11996,-0.45621,-0.12909,0.57007,0.60447,0.59556,0.50015,-0.15139,0.63765,-0.92857,0.58184,-0.76006,-0.41027,class2
-1.0679,1.4888,-0.35697,-0.19451,-0.063625,-0.098553,-0.28693,-0.12438,-0.66591,-0.66404,-0.8033,-0.49593,0.55843,-1.4629,1.9186,-0.67626,0.16395,2.2156,class2
-0.3689,0.044929,-0.35697,-0.19451,-0.31064,-0.11142,-0.41004,-0.13183,-0.89777,-0.92091,-0.8952,-0.8687,0.52006,-0.71917,0.69699,-0.92995,2.1116,-0.75946,class1
1.6323,1.2279,-0.35697,-0.19451,-0.063625,-0.10181,-0.040704,-0.10552,0.33238,0.33174,0.40156,0.24654,-0.27608,0.73416,-0.96704,0.3851,-0.55206,-0.42641,class1
0.67281,0.37546,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.0152,-0.93897,1.0956,-1.0939,0.7547,-1.0516,-1.8698,0.88194,class2
-1.4654,-1.9208,-0.35697,-0.19451,-0.37239,-0.12268,-0.36387,-0.1374,2.7034,2.8973,2.4105,2.8376,-0.43915,0.26297,-0.005176,2.4224,-1.4359,-0.60148,class1
-0.23183,0.11451,-0.35697,-0.19451,-0.35181,-0.11401,-0.39465,-0.12884,-0.79688,-0.69575,-0.84925,-0.82287,1.5656,-1.003,0.12949,-0.85488,0.32465,0.3875,class1
-0.13589,0.56681,-0.35697,-0.19451,-0.55765,-0.11862,-0.37926,-0.12917,-0.33508,-0.44522,-0.41785,-0.12622,-0.72691,-0.82704,2.1302,-0.36303,-0.041897,2.7219,class2
0.75505,-0.00726,2.4101,-0.19451,-0.063625,-0.080317,-0.36387,-0.13135,0.53514,0.56324,0.55982,0.47265,-0.18016,0.60359,-0.842,0.5456,-0.76957,-0.42619,class2
-0.3689,0.1667,-0.35697,-0.19451,-0.4959,-0.12347,-0.56393,-0.1346,-0.94531,-0.93677,-0.95136,-0.93592,0.8462,-0.81568,0.53347,-0.9869,2.5102,-0.49203,class1
-0.91717,0.010136,2.4101,-0.19451,-0.29005,-0.10187,-0.51776,-0.13211,-0.94046,-0.9336,-0.95136,-0.9237,0.82701,-0.84407,0.6008,-0.9869,2.4407,-0.52959,class1
0.61799,1.7845,-0.35697,-0.19451,-0.12538,-0.095541,-0.009926,-0.11824,-0.65912,-0.64818,-0.83138,-0.45621,0.63517,-1.69,2.2264,-0.64261,0.5319,2.0937,class2
-1.0954,1.1235,-0.35697,-0.19451,0.20397,-0.066194,0.19013,-0.011953,-0.097397,-0.090038,-0.06558,-0.1415,0.14597,0.13239,-0.37068,-0.088629,-0.55638,-0.43863,class1
-0.972,0.1667,-0.35697,-0.19451,-0.12538,-0.10484,-0.53315,-0.13431,-0.82986,-0.83212,-0.80841,-0.84426,0.65435,-0.53751,0.25453,-0.84194,0.89168,-0.44334,class2
0.2479,-1.7991,-0.35697,-0.19451,-0.29005,-0.11058,-0.31771,-0.12438,2.3649,2.3962,2.2625,2.4312,-1.6382,1.2565,-0.48611,2.2723,-1.0749,-0.62383,class1
-0.64304,-0.66831,-0.35697,-0.19451,1.3361,-0.080358,1.1289,-0.061984,0.31007,0.27466,0.39901,0.23432,-0.57344,0.84771,-0.86124,0.38251,-0.4891,-0.47528,class2
0.46721,-0.12903,2.4101,-0.19451,-0.53707,-0.11963,-0.10226,-0.1214,-0.18956,-0.2042,-0.16258,-0.20566,0.021273,0.024527,-0.062888,-0.187,-0.51074,-0.52714,class2
0.46721,1.5062,-0.35697,-0.19451,-0.14596,-0.096834,-0.24076,-0.10339,-0.63098,-0.66721,-0.73948,-0.45927,0.18434,-1.2415,1.9186,-0.6452,0.14692,2.4536,class2
-0.12218,2.1151,2.4101,-0.19451,-0.18713,-0.115,-0.056093,-0.073165,-0.598,-0.61964,-0.71396,-0.43177,0.28985,-1.2642,1.8512,-0.6219,-0.16293,2.432,class2
0.2479,-1.7295,-0.35697,-0.19451,-0.2283,-0.10707,-0.42543,-0.12077,2.3726,2.4216,2.2395,2.4587,-1.4847,1.0578,-0.30335,2.249,-1.1278,-0.63828,class1
-0.91717,-0.49435,-0.35697,-0.19451,0.10105,-0.090888,-0.13304,-0.12852,-0.85412,-0.90188,-0.80841,-0.85342,0.26108,-0.39558,0.40843,-0.84194,1.9624,-0.62828,class1
0.48092,-0.49435,-0.35697,-0.19451,0.49216,-0.048273,-0.6101,-0.13331,-0.91427,-0.87651,-0.95646,-0.89009,1.086,-1.0314,0.65851,-0.99208,-1.4266,-0.17214,class2
1.6186,-0.51175,-0.35697,-0.19451,-0.45473,-0.12037,-0.6101,-0.13967,-0.93949,-0.93042,-0.94115,-0.93592,0.8462,-0.78162,0.47576,-0.97655,2.4129,-0.45838,class2
1.1251,-0.14643,-0.35697,-0.19451,-0.31064,-0.11996,-0.62549,-0.1396,-0.93852,-0.92408,-0.9488,-0.92981,0.89416,-0.83839,0.52385,-0.98432,2.2182,-0.45468,class2
-1.3969,-0.65092,-0.35697,-0.19451,-0.37239,-0.11277,-0.19459,-0.11794,-0.48352,-0.40717,-0.47401,-0.56315,1.086,-0.33313,-0.52458,-0.50282,-0.039321,-0.11558,class1
0.98807,-1.138,-0.35697,-0.19451,-0.39298,-0.1134,-0.27154,-0.12311,2.2319,2.2155,2.1731,2.2937,-1.9643,1.4381,-0.46687,2.1817,-0.97563,-0.64347,class1
-1.6025,1.3149,-0.35697,-0.19451,-0.084209,-0.10972,-0.28693,-0.12806,-0.57762,-0.55621,-0.74459,-0.39205,0.66395,-1.5878,2.0244,-0.58825,-0.078877,2.1149,class2
-0.38261,-0.58133,-0.35697,-0.19451,-0.001871,-0.070158,0.32863,0.004484,-0.44277,-0.48962,-0.34893,-0.5051,-0.065056,0.26297,-0.3803,-0.37597,0.16813,-0.47797,class2
-0.12218,1.0539,-0.35697,-0.19451,0.12164,-0.080069,2.2676,0.62643,-0.14008,-0.11541,-0.14216,-0.15983,0.33781,-0.12875,-0.1206,-0.15852,-0.77163,-0.5517,class1
-0.62933,-1.6599,-0.35697,-0.19451,0.88326,-0.043424,-0.44082,-0.12898,0.66417,0.58861,0.80233,0.56431,-1.2257,1.4665,-1.2556,0.79152,-0.44824,-0.50579,class2
1.3856,0.35806,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.0152,-0.93897,1.0956,-1.0939,0.7547,-1.0516,-1.8698,0.88194,class2
1.3033,-1.0858,-0.35697,-0.19451,-0.59882,-0.12427,-0.51776,-0.13554,-0.79009,-0.80675,-0.73948,-0.82592,0.49129,-0.31042,0.033299,-0.77204,1.003,-0.43781,class2
-0.03994,-0.56394,-0.35697,-0.19451,0.12164,-0.082051,-0.071482,-0.11844,-0.38165,-0.30886,-0.35403,-0.48066,0.97089,-0.12875,-0.75543,-0.38115,-0.027055,-0.17311,class1
-0.43744,0.41025,-0.35697,-0.19451,0.4304,-0.047335,0.31324,-0.085493,-0.76874,-0.75283,-0.78799,-0.75259,0.76946,-0.75891,0.51423,-0.82123,-0.33911,-0.45402,class1
-0.10847,0.23629,-0.35697,-0.19451,-0.59882,-0.11862,-0.56393,-0.1359,-0.95016,-0.93677,-0.96412,-0.93592,0.89416,-0.87245,0.58156,-0.99985,2.5102,-0.49203,class1
-0.83493,-0.85967,-0.35697,-0.19451,-0.20772,-0.11442,-0.28693,-0.12474,-0.41658,-0.3374,-0.39743,-0.51121,1.0572,-0.21391,-0.69772,-0.42516,-0.03368,-0.12382,class1
1.55,0.98432,2.4101,-0.19451,-0.4959,-0.11971,-0.19459,-0.1119,-0.61449,-0.61964,-0.74204,-0.4501,0.45292,-1.355,1.8416,-0.63743,-0.22181,2.3139,class2
0.20678,0.027533,-0.35697,-0.19451,-0.59882,-0.1259,-0.48699,-0.13488,-0.80852,-0.72746,-0.83904,-0.8412,1.3929,-0.86678,0.071773,-0.87041,0.52009,0.156,class1
-1.4654,-1.399,-0.35697,-0.19451,-0.001871,-0.087791,-0.24076,-0.11937,0.72432,0.62984,0.88146,0.61931,-1.4463,1.6425,-1.3325,0.87177,-0.40199,-0.51617,class2
0.8373,-1.9382,-0.35697,-0.19451,-0.53707,-0.12124,-0.025315,-0.10674,-0.80658,-0.82577,-0.7548,-0.8412,0.4817,-0.3161,0.052536,-0.78758,1.1406,-0.44979,class2
-0.46485,-1.2076,-0.35697,-0.19451,-0.39298,-0.1182,-0.44082,-0.12898,1.9108,1.8571,1.9051,1.9484,-2.041,1.529,-0.54382,1.9098,-0.86382,-0.63601,class1
0.37126,-1.8339,-0.35697,-0.19451,-0.41356,-0.11715,-0.51776,-0.13554,1.9661,1.8381,1.9817,2.0493,-2.7604,1.7163,-0.13984,1.9875,-0.75435,-0.7067,class1
0.41238,0.25368,-0.35697,-0.19451,0.039298,-0.11244,-0.37926,-0.13306,0.84947,0.88671,0.88146,0.76597,-0.35282,0.91015,-1.1883,0.87177,-0.77918,-0.41166,class2
-0.67045,-1.0336,-0.35697,-0.19451,0.12164,-0.00475,0.12857,-0.066364,-0.35158,-0.3152,-0.29787,-0.44705,0.61599,0.069944,-0.73619,-0.3242,-0.009083,-0.25484,class1
-0.067353,1.8019,-0.35697,-0.19451,-0.16655,-0.10085,-0.14843,-0.12644,-0.63971,-0.66721,-0.76246,-0.45927,0.27067,-1.3437,2.0051,-0.6452,0.13785,2.365,class2
0.56316,-0.23341,-0.35697,4.3904,-0.47531,-0.12194,-0.086871,-0.10113,-0.20314,-0.28031,-0.086002,-0.26677,-0.53507,0.61495,-0.50535,-0.10934,0.021602,-0.53006,class2
0.57687,-1.225,-0.35697,-0.19451,-0.2283,-0.11637,-0.41004,-0.13355,0.088873,0.11609,0.1029,0.044884,0.17475,0.16645,-0.45725,0.082224,-0.71101,-0.41523,class2
-1.438,0.1841,-0.35697,-0.19451,-0.45473,-0.12533,-0.50237,-0.13608,-0.89292,-0.90505,-0.86712,-0.90231,0.61599,-0.56021,0.33148,-0.90148,1.7623,-0.4984,class2
-0.86235,-0.00726,-0.35697,-0.19451,-0.53707,-0.12268,-0.53315,-0.13809,-0.81822,-0.72112,-0.86201,-0.85037,1.5464,-0.96329,0.081392,-0.87559,0.64176,0.33993,class1
-0.83493,-1.8165,-0.35697,-0.19451,-0.35181,-0.12392,-0.20998,-0.13488,2.6384,2.818,2.3492,2.7826,-0.51589,0.23458,0.11987,2.3603,-1.4252,-0.64433,class1
0.12454,0.42765,-0.35697,-0.19451,-0.66057,-0.12347,-0.65626,-0.13786,-0.96957,-0.93677,-1.0126,-0.93897,1.086,-1.0825,0.74508,-1.049,-1.3831,-0.47336,class2
-0.98571,-1.225,-0.35697,-0.19451,-0.33122,-0.1174,-0.36387,-0.13287,1.9933,2.0411,1.9766,1.9454,-1.1873,1.5233,-1.3903,1.9823,-0.99168,-0.48799,class1
1.2622,0.11451,-0.35697,-0.19451,0.1628,-0.070819,-0.27154,-0.13211,-0.41076,-0.48645,-0.28256,-0.48677,-0.35282,0.51843,-0.52458,-0.30867,0.34404,-0.49959,class2
0.56316,1.0713,-0.35697,-0.19451,0.018713,-0.12171,-0.11765,-0.13659,0.44977,0.44908,0.52919,0.35043,-0.372,0.8988,-1.1498,0.51453,-0.54467,-0.41746,class1
1.2896,0.044929,-0.35697,-0.19451,-0.55765,-0.1259,3.2218,0.61434,-0.022695,0.020957,-0.02729,-0.059002,0.41455,-0.049275,-0.33221,-0.049799,-0.73796,-0.37486,class2
0.75505,-0.12903,-0.35697,-0.19451,0.38923,-0.091379,-0.30232,-0.12629,-0.10128,-0.10589,-0.057922,-0.14761,0.040457,0.20619,-0.38992,-0.080863,-0.51436,-0.45635,class2
0.8373,0.11451,-0.35697,-0.19451,-0.51648,-0.12458,-0.56393,-0.13759,-0.83083,-0.74015,-0.87222,-0.85953,1.4985,-0.95761,0.11987,-0.88853,0.70549,0.30665,class1
-0.93088,-0.076844,-0.35697,-0.19451,0.14222,-0.082117,-0.17921,-0.1109,-0.43113,-0.58793,-0.24171,-0.50204,-1.0722,0.91015,-0.46687,-0.26725,0.91424,-0.5858,class1
-1.5888,-0.7553,-0.35697,-0.19451,0.38923,0.17933,3.945,1.0758,-0.35158,-0.44205,-0.28766,-0.33705,-0.53507,0.13807,0.30262,-0.31385,0.38264,-0.69151,class1
0.35756,0.41025,-0.35697,-0.19451,-0.53707,-0.11773,-0.4716,-0.13835,-0.8124,-0.77503,-0.8033,-0.85037,0.99967,-0.60563,0.02368,-0.82899,0.98706,-0.094137,class1
0.94695,-1.1554,-0.35697,-0.19451,-0.47531,-0.11798,-0.34848,-0.13356,2.5909,2.7704,2.3441,2.6848,-0.47752,0.47869,-0.33221,2.3551,-1.3806,-0.55143,class1
0.41238,-1.6773,-0.35697,-0.19451,-0.31064,-0.12194,-0.27154,-0.13589,2.6316,2.8466,2.3518,2.7306,-0.18975,0.29135,-0.30335,2.3629,-1.4385,-0.50722,class1
0.6454,1.0365,-0.35697,-0.19451,0.36865,-0.089799,0.45174,-0.087927,0.50507,0.50299,0.59301,0.39626,-0.42956,1.001,-1.2652,0.57925,-0.53183,-0.41071,class1
-0.28666,0.23629,-0.35697,-0.19451,-0.59882,-0.12392,-0.59471,-0.13759,-0.87352,-0.87651,-0.8518,-0.88703,0.68313,-0.57157,0.28338,-0.88595,1.336,-0.4501,class2
-1.5203,-0.91186,-0.35697,-0.19451,4.1356,0.1042,5.3916,0.141,-0.1362,-0.20738,-0.091107,-0.12011,-0.53507,0.18916,0.21605,-0.11452,-0.13675,-0.6723,class1
-1.4106,0.1667,-0.35697,-0.19451,-0.70174,-0.12731,-0.67165,-0.14017,-0.97054,-0.93677,-1.0152,-0.93897,1.0956,-1.0939,0.7547,-1.0516,-1.8698,0.88194,class1
-1.4654,-0.63352,-0.35697,-0.19451,-0.12538,-0.083545,-0.14843,-0.11047,-0.89389,-0.90188,-0.88499,-0.88703,0.65435,-0.67376,0.48538,-0.9196,1.9092,-0.56078,class1
0.30273,-0.94665,-0.35697,-0.19451,0.059882,-0.062478,-0.14843,-0.096592,-0.29822,-0.26763,-0.22385,-0.41344,0.52006,0.25161,-0.9478,-0.24913,0.078696,-0.27728,class1
-1.2461,-0.12903,-0.35697,-0.19451,1.439,-0.029076,-0.53315,-0.13543,0.62731,0.56007,0.74106,0.54903,-1.1202,1.2735,-1.0344,0.7294,-0.49783,-0.51697,class2
-1.1776,-1.8513,-0.35697,-0.19451,-0.29005,-0.10303,-0.42543,-0.12644,0.8941,0.87086,0.99122,0.79042,-0.93794,1.3814,-1.3999,0.98309,-0.62205,-0.46091,class2
-0.5608,0.1841,-0.35697,-0.19451,-0.53707,-0.12467,-0.4716,-0.13759,-0.91524,-0.90823,-0.90796,-0.92064,0.80783,-0.70214,0.37957,-0.9429,1.9587,-0.42078,class2
1.55,-0.094241,-0.35697,-0.19451,-0.57824,-0.12334,-0.45621,-0.13891,-0.83957,-0.75918,-0.87222,-0.8687,1.4121,-0.90652,0.11987,-0.8963,0.83295,0.20429,class1
-0.7664,-0.84228,2.4101,-0.19451,0.080466,-0.095925,-0.25615,-0.10257,-0.37486,-0.30886,-0.34127,-0.47454,0.90375,-0.083338,-0.76505,-0.36821,-0.014856,-0.18053,class1
-0.053646,1.1409,-0.35697,-0.19451,0.14222,-0.078361,0.69797,-0.072024,0.65544,0.62667,0.76659,0.54292,-0.79406,1.2792,-1.371,0.75528,-0.53212,-0.44727,class1
-0.39632,1.2105,-0.35697,-0.19451,-0.20772,-0.10243,-0.16382,-0.10877,0.67194,0.62667,0.79467,0.56126,-0.95713,1.37,-1.3614,0.78376,-0.51073,-0.46724,class1
1.3856,-0.70311,-0.35697,-0.19451,-0.37239,-0.11575,-0.37926,-0.13154,1.4034,1.1912,1.6702,1.2732,-3.0674,2.9312,-1.8904,1.6717,-0.28396,-0.56697,class1
-0.49226,1.6976,-0.35697,-0.19451,-0.18713,-0.094191,-0.27154,-0.11322,-0.60188,-0.63233,-0.72927,-0.41344,0.21312,-1.3437,2.0628,-0.60637,0.08374,2.3814,class2
0.74135,-0.38998,-0.35697,-0.19451,-0.53707,-0.11872,-0.50237,-0.13457,2.5637,2.6721,2.3671,2.6665,-1.101,0.79094,-0.23602,2.3784,-1.2517,-0.625,class1
0.96066,0.6538,-0.35697,-0.19451,0.080466,-0.087006,2.2369,1.4126,0.11604,0.090724,0.15905,0.08766,-0.32404,0.38218,-0.32259,0.14176,-0.57898,-0.61709,class1
-1.3558,-0.98145,2.4101,-0.19451,-0.33122,-0.10749,0.005463,-0.086012,-0.44665,-0.37862,-0.4204,-0.53871,0.98049,-0.1912,-0.65924,-0.44846,0.044003,-0.16845,class1
1.5363,1.1931,2.4101,-0.19451,-0.39298,-0.11509,0.54408,-0.080251,0.2441,0.2366,0.30966,0.17016,-0.26649,0.63765,-0.81314,0.29191,-0.54408,-0.44285,class1
-1.3969,1.6628,-0.35697,-0.19451,-0.14596,-0.10489,-0.19459,-0.12438,-0.62031,-0.62598,-0.73948,-0.46538,0.45292,-1.3039,1.755,-0.65038,-0.24081,2.3414,class2
0.17937,0.1667,-0.35697,-0.19451,-0.45473,-0.1174,-0.34848,-0.13658,-0.80173,-0.71478,-0.83393,-0.83814,1.4409,-0.87245,0.033299,-0.86006,0.57513,0.18458,class1
-1.534,0.44504,-0.35697,-0.19451,-0.37239,-0.1098,-0.39465,-0.11901,-0.82598,-0.81943,-0.81351,-0.83814,0.73109,-0.59428,0.27377,-0.84712,0.70637,-0.41817,class1
1.1388,-1.5555,-0.35697,-0.19451,-0.063625,-0.08871,-0.54854,-0.13164,-0.59218,-0.62915,-0.53272,-0.62121,0.14597,-0.089015,0.004443,-0.56236,0.23243,-0.51735,class2
0.57687,1.1409,-0.35697,-0.19451,0.698,-0.077411,0.3748,-0.11391,0.5594,0.52836,0.64917,0.4757,-0.73651,1.0578,-1.0536,0.6362,-0.5754,-0.47784,class1
0.30273,-0.54654,-0.35697,-0.19451,-0.29005,-0.11773,-0.28693,-0.10207,-0.35643,-0.28666,-0.32595,-0.45621,0.92293,-0.089015,-0.77467,-0.35268,-0.054911,-0.18833,class1
0.75505,0.30587,-0.35697,-0.19451,-0.68116,-0.12427,-0.65626,-0.13786,-0.96957,-0.93677,-1.0126,-0.93897,1.086,-1.0825,0.74508,-1.049,-1.3831,-0.47336,class2
1.7008,0.53202,-0.35697,4.3904,0.86268,0.2777,-0.19459,-0.086201,-0.858,-0.86383,-0.83904,-0.86564,0.64476,-0.57725,0.33148,-0.873,1.7014,-0.47428,class2
